model,dataset,train_acc,test_acc,coverage,precision,missed,time
nn,lending,0.8379272326350606,0.8465608465608465,0.029982363315696647,0.2647058044982928,False,0.1809980869293213
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.0,False,0.1580047607421875
nn,lending,0.8379272326350606,0.8465608465608465,0.007936507936507936,0.9999988888901234,False,0.17402863502502441
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.0,False,0.13303327560424805
nn,lending,0.8379272326350606,0.8465608465608465,0.013227513227513227,0.0,False,0.12201356887817383
nn,lending,0.8379272326350606,0.8465608465608465,0.020282186948853614,0.0,False,0.1280512809753418
nn,lending,0.8379272326350606,0.8465608465608465,0.023809523809523808,0.11111106995886298,False,0.13103127479553223
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.1530160903930664
nn,lending,0.8379272326350606,0.8465608465608465,0.02204585537918871,0.99999960000016,False,0.11000347137451172
nn,lending,0.8379272326350606,0.8465608465608465,0.04585537918871252,0.9999998076923446,False,0.10802483558654785
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9999995454547521,False,0.1460249423980713
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.15399932861328125
nn,lending,0.8379272326350606,0.8465608465608465,0.02204585537918871,0.9599996160001536,False,0.10003280639648438
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.18200039863586426
nn,lending,0.8379272326350606,0.8465608465608465,0.0026455026455026454,0.9999966666777778,False,0.21599888801574707
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.2530357837677002
nn,lending,0.8379272326350606,0.8465608465608465,0.02292768959435626,0.4230767603550922,False,0.12401103973388672
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.0,False,0.20603108406066895
nn,lending,0.8379272326350606,0.8465608465608465,0.04585537918871252,0.0,False,0.13799285888671875
nn,lending,0.8379272326350606,0.8465608465608465,0.026455026455026454,0.16666661111112963,False,0.13501310348510742
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.16703009605407715
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.9999994444447531,False,0.11303400993347168
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.17499971389770508
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.9999996774194589,False,0.1080319881439209
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.7310147285461426
nn,lending,0.8379272326350606,0.8465608465608465,0.04585537918871252,0.0,False,0.12500333786010742
nn,lending,0.8379272326350606,0.8465608465608465,0.01146384479717813,0.9999992307698226,False,0.18196749687194824
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.0,False,0.11801266670227051
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.5263155124655198,False,0.17803478240966797
nn,lending,0.8379272326350606,0.8465608465608465,0.02204585537918871,0.9599996160001536,False,0.11203217506408691
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.9999950000249999,False,0.16896820068359375
nn,lending,0.8379272326350606,0.8465608465608465,0.013227513227513227,0.9999993333337778,False,0.18500375747680664
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.21099400520324707
nn,lending,0.8379272326350606,0.8465608465608465,0.003527336860670194,0.49999875000312505,False,0.2050337791442871
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.14496922492980957
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.0,False,0.1459980010986328
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.9999996774194589,False,0.12603139877319336
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.1380014419555664
nn,lending,0.8379272326350606,0.8465608465608465,0.009700176366843033,0.0,False,0.14002060890197754
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.6909995079040527
nn,lending,0.8379272326350606,0.8465608465608465,0.025573192239858905,0.9999996551725328,False,0.16900181770324707
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.14603257179260254
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.9999994736844876,False,0.1250312328338623
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.20999670028686523
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.0,False,0.1569960117340088
nn,lending,0.8379272326350606,0.8465608465608465,0.014991181657848324,0.0,False,0.14099979400634766
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.0,False,0.19699907302856445
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.0,False,0.15799903869628906
nn,lending,0.8379272326350606,0.8465608465608465,0.02204585537918871,0.0,False,0.1870582103729248
nn,lending,0.8379272326350606,0.8465608465608465,0.026455026455026454,0.16666661111112963,False,0.16840696334838867
nn,lending,0.8379272326350606,0.8465608465608465,0.012345679012345678,0.9999992857147959,False,0.1900022029876709
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.9999950000249999,False,0.21700167655944824
nn,lending,0.8379272326350606,0.8465608465608465,0.014991181657848324,0.9999994117650519,False,0.14396452903747559
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.0,False,0.11403155326843262
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.0,False,0.21600008010864258
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.0,False,0.22200942039489746
nn,lending,0.8379272326350606,0.8465608465608465,0.012345679012345678,0.0,False,0.2250046730041504
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.0,False,0.17399930953979492
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.17704272270202637
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9090904958679564,False,0.15694475173950195
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.9999950000249999,False,0.22099924087524414
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.0,False,0.19902849197387695
nn,lending,0.8379272326350606,0.8465608465608465,0.026455026455026454,0.16666661111112963,False,0.13199853897094727
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.49999750001249993,False,0.12999677658081055
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.5263155124655198,False,0.1920323371887207
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.4736839612189678,False,0.10299968719482422
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.0,False,0.19603180885314941
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.21101927757263184
nn,lending,0.8379272326350606,0.8465608465608465,0.014991181657848324,0.0,False,0.10700225830078125
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.16296911239624023
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.9999995000002501,False,0.1479790210723877
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.0,False,0.14098525047302246
nn,lending,0.8379272326350606,0.8465608465608465,0.029982363315696647,0.2647058044982928,False,0.16200995445251465
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.5263155124655198,False,0.11800169944763184
nn,lending,0.8379272326350606,0.8465608465608465,0.02204585537918871,0.0399999840000064,False,0.15099811553955078
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.0,False,0.12200403213500977
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.0,False,0.2069997787475586
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.9999994444447531,False,0.11799812316894531
nn,lending,0.8379272326350606,0.8465608465608465,0.025573192239858905,0.9999996551725328,False,0.15102672576904297
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.1400012969970703
nn,lending,0.8379272326350606,0.8465608465608465,0.006172839506172839,0.9999985714306123,False,0.11299991607666016
nn,lending,0.8379272326350606,0.8465608465608465,0.012345679012345678,0.9999992857147959,False,0.12103414535522461
nn,lending,0.8379272326350606,0.8465608465608465,0.021164021164021163,0.8749996354168186,False,0.15403151512145996
nn,lending,0.8379272326350606,0.8465608465608465,0.02204585537918871,0.99999960000016,False,0.14301562309265137
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.7100069522857666
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.14400124549865723
nn,lending,0.8379272326350606,0.8465608465608465,0.009700176366843033,0.0,False,0.14203500747680664
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.9999996774194589,False,0.1340312957763672
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.0,False,0.10800004005432129
nn,lending,0.8379272326350606,0.8465608465608465,0.003527336860670194,0.0,False,0.15003347396850586
nn,lending,0.8379272326350606,0.8465608465608465,0.023809523809523808,0.8888885596709039,False,0.11203336715698242
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.9999996774194589,False,0.13299846649169922
nn,lending,0.8379272326350606,0.8465608465608465,0.04585537918871252,0.9999998076923446,False,0.11400485038757324
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.1290322164412205,False,0.1730194091796875
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9090904958679564,False,0.11103391647338867
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.19399785995483398
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9999995454547521,False,0.18700408935546875
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.9999994444447531,False,0.12203383445739746
nn,lending,0.8379272326350606,0.8465608465608465,0.023809523809523808,0.11111106995886298,False,0.16599750518798828
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.9999991666673611,False,0.1470041275024414
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.9999995000002501,False,0.161027193069458
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.9999995000002501,False,0.13696503639221191
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.0,False,0.0950322151184082
nn,lending,0.8379272326350606,0.8465608465608465,0.02204585537918871,0.9599996160001536,False,0.16900038719177246
nn,lending,0.8379272326350606,0.8465608465608465,0.009700176366843033,0.9999990909099173,False,0.12298059463500977
nn,lending,0.8379272326350606,0.8465608465608465,0.0026455026455026454,0.0,False,0.1600325107574463
nn,lending,0.8379272326350606,0.8465608465608465,0.04585537918871252,0.9999998076923446,False,0.1440131664276123
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.0,False,0.11600017547607422
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.9999994444447531,False,0.15303301811218262
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.6919667720794678
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.1290322164412205,False,0.17702770233154297
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.18202662467956543
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.0,False,0.10603117942810059
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9999995454547521,False,0.16199564933776855
nn,lending,0.8379272326350606,0.8465608465608465,0.01146384479717813,0.0,False,0.12499451637268066
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.9999991666673611,False,0.10800004005432129
nn,lending,0.8379272326350606,0.8465608465608465,0.014109347442680775,0.9999993750003906,False,0.1100316047668457
nn,lending,0.8379272326350606,0.8465608465608465,0.0026455026455026454,0.9999966666777778,False,0.15901970863342285
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.0,False,0.15099811553955078
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.9999996774194589,False,0.12903666496276855
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.4736839612189678,False,0.10897517204284668
nn,lending,0.8379272326350606,0.8465608465608465,0.02292768959435626,0.4230767603550922,False,0.13300323486328125
nn,lending,0.8379272326350606,0.8465608465608465,0.01146384479717813,0.9999992307698226,False,0.10702800750732422
nn,lending,0.8379272326350606,0.8465608465608465,0.01146384479717813,0.0,False,0.18396759033203125
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.0,False,0.12399959564208984
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.9999996774194589,False,0.13004040718078613
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.5339999198913574
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.0,False,0.17200016975402832
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.20499610900878906
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.9999996774194589,False,0.10900211334228516
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9999995454547521,False,0.12103152275085449
nn,lending,0.8379272326350606,0.8465608465608465,0.004409171075837742,0.9999980000040001,False,0.12296414375305176
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.16402769088745117
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.0,False,0.16696572303771973
nn,lending,0.8379272326350606,0.8465608465608465,0.0026455026455026454,0.0,False,0.14303255081176758
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.21203303337097168
nn,lending,0.8379272326350606,0.8465608465608465,0.014991181657848324,0.9999994117650519,False,0.13799691200256348
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.9999994736844876,False,0.12103271484375
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.43399882316589355
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.9999994444447531,False,0.13598918914794922
nn,lending,0.8379272326350606,0.8465608465608465,0.01146384479717813,0.0,False,0.1250314712524414
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.5200333595275879
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9999995454547521,False,0.15003204345703125
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.22899985313415527
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.0,False,0.12199902534484863
nn,lending,0.8379272326350606,0.8465608465608465,0.013227513227513227,0.9999993333337778,False,0.13703012466430664
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.0,False,0.16703295707702637
nn,lending,0.8379272326350606,0.8465608465608465,0.023809523809523808,0.8888885596709039,False,0.1419997215270996
nn,lending,0.8379272326350606,0.8465608465608465,0.021164021164021163,0.8749996354168186,False,0.13396573066711426
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.20803260803222656
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.6100320816040039
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.09090904958679565,False,0.12302589416503906
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.9999994444447531,False,0.1470324993133545
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.0,False,0.13203120231628418
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.0,False,0.21003460884094238
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.16196489334106445
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9999995454547521,False,0.11099886894226074
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.5240316390991211
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.0,False,0.16300296783447266
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.6126461029052734
nn,lending,0.8379272326350606,0.8465608465608465,0.0026455026455026454,0.9999966666777778,False,0.1486661434173584
nn,lending,0.8379272326350606,0.8465608465608465,0.023809523809523808,0.11111106995886298,False,0.19525527954101562
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.1290322164412205,False,0.13903546333312988
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.9999994736844876,False,0.11899542808532715
nn,lending,0.8379272326350606,0.8465608465608465,0.020282186948853614,0.0,False,0.1509997844696045
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.2339932918548584
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.4736839612189678,False,0.12422013282775879
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.0,False,0.20448851585388184
nn,lending,0.8379272326350606,0.8465608465608465,0.025573192239858905,0.0,False,0.13335800170898438
nn,lending,0.8379272326350606,0.8465608465608465,0.0026455026455026454,0.0,False,0.2030017375946045
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.1519780158996582
nn,lending,0.8379272326350606,0.8465608465608465,0.029982363315696647,0.7352939013841466,False,0.16399812698364258
nn,lending,0.8379272326350606,0.8465608465608465,0.02292768959435626,0.5769228550296711,False,0.12600040435791016
nn,lending,0.8379272326350606,0.8465608465608465,0.01675485008818342,0.9999994736844876,False,0.1190032958984375
nn,lending,0.8379272326350606,0.8465608465608465,0.04585537918871252,0.0,False,0.12600207328796387
nn,lending,0.8379272326350606,0.8465608465608465,0.020282186948853614,0.0,False,0.11699628829956055
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.2050321102142334
nn,lending,0.8379272326350606,0.8465608465608465,0.029982363315696647,0.2647058044982928,False,0.13100647926330566
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.0,False,0.15701031684875488
nn,lending,0.8379272326350606,0.8465608465608465,0.006172839506172839,0.9999985714306123,False,0.14100170135498047
nn,lending,0.8379272326350606,0.8465608465608465,0.001763668430335097,0.9999950000249999,False,0.13103604316711426
nn,lending,0.8379272326350606,0.8465608465608465,0.04585537918871252,0.9999998076923446,False,0.17400288581848145
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.0,False,0.13503122329711914
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9999995454547521,False,0.12803339958190918
nn,lending,0.8379272326350606,0.8465608465608465,0.01146384479717813,0.9999992307698226,False,0.10799646377563477
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9090904958679564,False,0.11899733543395996
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.15796732902526855
nn,lending,0.8379272326350606,0.8465608465608465,0.029982363315696647,0.2647058044982928,False,0.11999845504760742
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.9999995454547521,False,0.1679983139038086
nn,lending,0.8379272326350606,0.8465608465608465,0.006172839506172839,0.0,False,0.141998291015625
nn,lending,0.8379272326350606,0.8465608465608465,0.02292768959435626,0.0,False,0.14303350448608398
nn,lending,0.8379272326350606,0.8465608465608465,0.009700176366843033,0.9999990909099173,False,0.16297674179077148
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.0,False,0.11003303527832031
nn,lending,0.8379272326350606,0.8465608465608465,0.005291005291005291,0.9999983333361112,False,0.2189769744873047
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.12903118133544922
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.9999991666673611,False,0.12703537940979004
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.0,False,0.12599897384643555
nn,lending,0.8379272326350606,0.8465608465608465,0.015873015873015872,0.9999994444447531,False,0.10703134536743164
nn,lending,0.8379272326350606,0.8465608465608465,0.029982363315696647,0.7352939013841466,False,0.12196636199951172
nn,lending,0.8379272326350606,0.8465608465608465,0.027336860670194002,0.8709674609782384,False,0.184037446975708
nn,lending,0.8379272326350606,0.8465608465608465,0.019400352733686066,0.0,False,0.11000418663024902
nn,lending,0.8379272326350606,0.8465608465608465,0.01763668430335097,0.0,False,0.1680006980895996
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.9999900000999989,False,0.15502190589904785
nn,lending,0.8379272326350606,0.8465608465608465,0.04585537918871252,0.9999998076923446,False,0.21159911155700684
nn,lending,0.8379272326350606,0.8465608465608465,0.010582010582010581,0.9999991666673611,False,0.13601422309875488
nn,lending,0.8379272326350606,0.8465608465608465,0.0008818342151675485,0.0,False,0.2350318431854248
